booth_number,company_name,show_type,product_name,company_url,country,country_code,country_code_lower,flag_url
3E-10,"FUJIFILM Toyama Chemical Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF23154010&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-23,"FUJIMOTO CHEMICALS Co., LTD.",Ingredients,not provided,detail.php?exid=C14016467&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-23,"FUJIMOTO CHEMICALS Co., LTD.",Ingredients,not provided,detail.php?exid=C14016467&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-23,"FUJIMOTO CHEMICALS Co., LTD.",Ingredients,not provided,detail.php?exid=C14016467&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-28,"Fukuzyu Pharmaceutical Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF24133792&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1E-44,"FuXin Custchem Fine Chemical Co.,Ltd.",Ingredients,not provided,detail.php?exid=F20154416&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2J-16,"Fuxin Jintelai Fluorine Chemical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF24180244&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-45,GD BIOTECH Limited,Ingredients,not provided,detail.php?exid=CF26199057&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1J-41,"Genchem & Genpham (Changzhou) Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26158156&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1E-05,Genovior Biotech Corporation,Outsourcing,not provided,detail.php?exid=CF21108971&sidSuffix=s20260203221243470&previous=,NA,TW,tw,NA
3F-06,"Gensu Biotech Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF26105620&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3E-28,GL BIOCHEM（SHANGHAI）LTD.,Bio Pharma,not provided,detail.php?exid=CF25103727&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3E-36,"GL HAKKO CO.,LTD.",Machinery/Equipment,not provided,detail.php?exid=CF22162917&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3H-01,"Global Information, Inc.",Bio Pharma,not provided,detail.php?exid=C14018952&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3H-01,"Global Information, Inc.",Bio Pharma,not provided,detail.php?exid=C14018952&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2A-42,"GODO SHIGEN CO.,LTD.",Ingredients,not provided,detail.php?exid=C17196946&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3G-28,"Guangdong Raffles PharmaTech Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF26197016&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2F-32,"Hamari Chemicals, Ltd.",Ingredients,not provided,detail.php?exid=C14160189&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-32,"Hamari Chemicals, Ltd.",Ingredients,not provided,detail.php?exid=C14160189&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-32,"Hamari Chemicals, Ltd.",Ingredients,not provided,detail.php?exid=C14160189&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3C-19,"HANGZHOU INSURE CHEMICAL CO.,LTD",Ingredients,not provided,detail.php?exid=CF26171130&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1H-49,"Hangzhou Leap Chem Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26109723&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1E-35,HANGZHOU PHARMCO CO LTD,Outsourcing,not provided,detail.php?exid=CF25195521&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3H-06,"HANGZHOU TOMSON BIOPHARMA CO.,LTD.",Bio Pharma,not provided,detail.php?exid=CF24127831&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2J-19,Hangzhou Verychem Science And Technology Co.Ltd.,Ingredients,not provided,detail.php?exid=F18161465&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2D-27,HARI ORGOCHEM PVT LTD,Ingredients,Oxalyl Chloride,detail.php?exid=CF26153169&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
2D-27,HARI ORGOCHEM PVT LTD,Ingredients,Sodium Trichloroacetate,detail.php?exid=CF26153169&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
2D-27,HARI ORGOCHEM PVT LTD,Ingredients,Trichloroacetyl Chloride,detail.php?exid=CF26153169&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
1B-37,HAS Healthcare Advanced Synthesis,Outsourcing,not provided,detail.php?exid=C14016635&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png
3C-18,"Healthytree (Hangzhou) Medical Device Co., Ltd",Ingredients,not provided,detail.php?exid=CF26136960&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1A-10,"HEBEI DAPENG PHARM & CHEM CO., LTD",Outsourcing,not provided,detail.php?exid=C15126384&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2J-37,"Hebei Guangxiang Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF24152419&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1H-35,Hedinger,Ingredients,not provided,detail.php?exid=CF25127439&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
1H-35,Hedinger,Ingredients,not provided,detail.php?exid=CF25127439&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
3E-32,"Henan Yuanfang Environmental Protection Equipment Co., Ltd.",Machinery/Equipment,not provided,detail.php?exid=CF26168517&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1H-12,Heraeus Precious Metals,Ingredients,not provided,detail.php?exid=C14017291&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
1H-12,Heraeus Precious Metals,Ingredients,not provided,detail.php?exid=C14017291&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
1H-12,Heraeus Precious Metals,Ingredients,not provided,detail.php?exid=C14017291&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
2D-22,Hetero Drugs Limited,Ingredients,not provided,detail.php?exid=C14017299&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
1E-32,"HighChem Company, Ltd.",Ingredients,not provided,detail.php?exid=C14019011&sidSuffix=s20260203221243470&previous=,NA,SK,sk,NA
3B-08,HIKAL LIMITED,Ingredients,not provided,detail.php?exid=C14016503&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
3E-26,HitGen Inc.,Bio Pharma,not provided,detail.php?exid=CF21189395&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1B-41,Honour Lab Limited,Outsourcing,"(1s, 2s, 3s, 5s)-3-(Benzyloxy)-5-(6-",detail.php?exid=CF25136204&sidSuffix=s20260203221243470&previous=,NA,HK,hk,NA
1B-41,Honour Lab Limited,Outsourcing,"(2r-Cis)-5-(4-Amino-1,2-Dihydro-2-Oxo-1-",detail.php?exid=CF25136204&sidSuffix=s20260203221243470&previous=,NA,HK,hk,NA
1B-41,Honour Lab Limited,Outsourcing,"(2r,5r)-5-(4-Amino-5-Fluoro-2-Oxo-2h-",detail.php?exid=CF25136204&sidSuffix=s20260203221243470&previous=,NA,HK,hk,NA
1B-41,Honour Lab Limited,Outsourcing,"(2s,3s,5s)-2-Amino-3-Hydroxy-5-Tert",detail.php?exid=CF25136204&sidSuffix=s20260203221243470&previous=,NA,HK,hk,NA
1B-31,Hovione,Outsourcing,not provided,detail.php?exid=C14011005&sidSuffix=s20260203221243470&previous=,PORTUGAL,PT,pt,https://flagcdn.com/w40/pt.png
1B-31,Hovione,Outsourcing,not provided,detail.php?exid=C14011005&sidSuffix=s20260203221243470&previous=,PORTUGAL,PT,pt,https://flagcdn.com/w40/pt.png
1B-31,Hovione,Outsourcing,not provided,detail.php?exid=C14011005&sidSuffix=s20260203221243470&previous=,PORTUGAL,PT,pt,https://flagcdn.com/w40/pt.png
3A-30,"Huanggang Luban Pharmaceutical Co., ltd.",Ingredients,not provided,detail.php?exid=C14178551&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1C-07,HUATAI BIOPHARM INC.,Ingredients,not provided,detail.php?exid=CF23112814&sidSuffix=s20260203221243470&previous=,NA,TW,tw,NA
2K-32,"Hubei Gedian Humanwell Pharmaceutical Co.,ltd.",Ingredients,not provided,detail.php?exid=CF23188783&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1G-44,"HUBEI HUIDA HIGH-TECH CO., LTD.",Ingredients,not provided,detail.php?exid=CF24158182&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2K-16,"Hubei Tianshu Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26176667&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1B-12,"Hubei XinJing New Material Co.,LTD",Ingredients,not provided,detail.php?exid=C14018393&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3E-37,HUBER - EKO,Machinery/Equipment,not provided,detail.php?exid=C17116371&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
3E-37,HUBER - EKO,Machinery/Equipment,not provided,detail.php?exid=C17116371&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
1D-26,"Hunan Huateng Pharmaceutical Co., Ltd.",Outsourcing,not provided,detail.php?exid=CF24130143&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1D-26,"Hunan Huateng Pharmaceutical Co., Ltd.",Outsourcing,not provided,detail.php?exid=CF24130143&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2J-32,Hunan Jiudian Hongyang Pharmaceutical,Ingredients,not provided,detail.php?exid=CF25105664&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1F-46,"Hunan Weite Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26164440&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2D-40,HYDRUS CHEMICAL INC.,Ingredients,not provided,detail.php?exid=C14016764&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2D-40,HYDRUS CHEMICAL INC.,Ingredients,not provided,detail.php?exid=C14016764&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2D-40,HYDRUS CHEMICAL INC.,Ingredients,not provided,detail.php?exid=C14016764&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
IT-17,IBSA,Ingredients,not provided,detail.php?exid=CF23100158&sidSuffix=s20260203221243470&previous=,NA,CH,ch,NA
1C-27,ICE Pharma,Outsourcing,not provided,detail.php?exid=CF24132396&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png
1C-27,ICE Pharma,Outsourcing,not provided,detail.php?exid=CF24132396&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png
3E-30,"Ichimaru Co., Ltd",Bio Pharma,not provided,detail.php?exid=CF25147402&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3E-30,"Ichimaru Co., Ltd",Bio Pharma,not provided,detail.php?exid=CF25147402&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
IT-18,ICROM,Ingredients,not provided,detail.php?exid=CF24198670&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
1B-28,IDEOLON,Outsourcing,Asia's First Live audit report Library,detail.php?exid=CF24142939&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-28,IDEOLON,Outsourcing,Asia's First Live audit report Library,detail.php?exid=CF24142939&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-28,IDEOLON,Outsourcing,Asia's First Live audit report Library,detail.php?exid=CF24142939&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-28,IDEOLON,Outsourcing,GMP audits,detail.php?exid=CF24142939&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-28,IDEOLON,Outsourcing,GMP audits,detail.php?exid=CF24142939&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-28,IDEOLON,Outsourcing,GMP audits,detail.php?exid=CF24142939&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-28,IDEOLON,Outsourcing,Quality Compliance Services,detail.php?exid=CF24142939&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-28,IDEOLON,Outsourcing,Quality Compliance Services,detail.php?exid=CF24142939&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-28,IDEOLON,Outsourcing,Quality Compliance Services,detail.php?exid=CF24142939&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-13,"IL Contract Packaging Co., Ltd.",Outsourcing,not provided,detail.php?exid=CF25132387&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1B-13,"IL Contract Packaging Co., Ltd.",Outsourcing,not provided,detail.php?exid=CF25132387&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1B-13,"IL Pharma Packaging Co., Ltd.",Outsourcing,not provided,detail.php?exid=CF25114317&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1B-13,"IL Pharma Packaging Co., Ltd.",Outsourcing,not provided,detail.php?exid=CF25114317&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-35,ILS Inc.,Ingredients,not provided,detail.php?exid=CF24129591&sidSuffix=s20260203221243470&previous=,NA,US,us,NA
IT-11,IMS MICRONIZZAZIONI,Ingredients,not provided,detail.php?exid=CF23164010&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
3E-21,"Inabata & Co., Ltd.",Bio Pharma,not provided,detail.php?exid=C19127327&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
IT-09,INDENA,Ingredients,not provided,detail.php?exid=CF26100331&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
3D-46,"INIST ST CO.,LTD",Ingredients,not provided,detail.php?exid=C19116062&sidSuffix=s20260203221243470&previous=,NA,KR,kr,NA
1J-29,International Pharmaceutical Excipients Council Japan,Ingredients,not provided,detail.php?exid=C14017409&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3D-04,"ISEKYU CO., LTD.",Ingredients,not provided,detail.php?exid=C15110853&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3D-04,"ISEKYU CO., LTD.",Ingredients,not provided,detail.php?exid=C15110853&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3G-36,Ito Corporation,Machinery/Equipment,not provided,detail.php?exid=CF25117782&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1J-34,ITOCHU CHEMICAL FRONTIER Corporation,Ingredients,not provided,detail.php?exid=C14016232&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2G-26,Japan Active Pharmaceutical Ingredient Association,Ingredients,not provided,detail.php?exid=CF24102603&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3G-02,Japan Biological Informatics Consortium (JBIC),Bio Pharma,not provided,detail.php?exid=C14016516&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3F-36,Japan Used Measuring Instruments,Machinery/Equipment,not provided,detail.php?exid=CF26139352&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3G-30,JASCO Corporation,Bio Pharma,not provided,detail.php?exid=CF24158108&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2E-28,JAY FINECHEM PRIVATE LIMITED,Ingredients,not provided,detail.php?exid=CF23191838&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
3H-02,"Jiangsu Dawning Pharmaceutical Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF26155154&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2J-05,"Jiangsu Guotai Guomian Trading Co., Ltd.",Ingredients,not provided,detail.php?exid=CF23145615&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2J-05,"Jiangsu Guotai Guomian Trading Co., Ltd.",Ingredients,not provided,detail.php?exid=CF23145615&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-10,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.",Outsourcing,Emei ning,detail.php?exid=C14017107&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-10,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.",Outsourcing,Emei ning,detail.php?exid=C14017107&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-10,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.",Outsourcing,Fondi (sulfate injection cefoselis),detail.php?exid=C14017107&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-10,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.",Outsourcing,Fondi (sulfate injection cefoselis),detail.php?exid=C14017107&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-10,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.",Outsourcing,Fry because (gliclazide mr),detail.php?exid=C14017107&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-10,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.",Outsourcing,Fry because (gliclazide mr),detail.php?exid=C14017107&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-10,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.",Outsourcing,Fu come and (repaglinide metformin),detail.php?exid=C14017107&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-10,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.",Outsourcing,Fu come and (repaglinide metformin),detail.php?exid=C14017107&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-10,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.",Outsourcing,Fu to di (repaglinide),detail.php?exid=C14017107&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-10,"Jiangsu Hansoh Pharmaceutical Group Co., Ltd.",Outsourcing,Fu to di (repaglinide),detail.php?exid=C14017107&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1H-43,"JIANGSU JIAERKE PHARMACEUTICALS GROUP CORP., LTD.",Ingredients,not provided,detail.php?exid=C17152046&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1D-07,"Jiangsu Qingquan Chemical Co., Ltd",Ingredients,not provided,detail.php?exid=CF23109327&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1C-03,Jiangsu SimPros Pharmaceuticals Ltd.,Ingredients,not provided,detail.php?exid=CF25177308&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3C-24,"JiangSu WanZhen Pharmaceutical Technology co.,ltd.",Ingredients,not provided,detail.php?exid=C18162670&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-15,JIANGSU ZENJI PHARMACEUTICALS LTD,Ingredients,not provided,detail.php?exid=CF26162829&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-27,"Jiangxi Fangzun Pharmaceutical & Chemical Co., ltd",Ingredients,not provided,detail.php?exid=C17148353&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2K-27,"Jiangxi Guohua Pharmaceutical Technology Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26186594&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2A-07,"Jiangxi Synergy Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=C14141990&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2A-07,"Jiangxi Synergy Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=C14141990&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3A-35,"Jiaozuo Zhongwei Special Products Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26179085&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-18,"Jinan Hong Sendi New Materials Co.,Ltd",Ingredients,not provided,detail.php?exid=CF26156430&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-31,"JINAN MINGXIN PHARMACEUTICAL CO., LTD.",Ingredients,not provided,detail.php?exid=CF26135808&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-19,"Jinan Shangbo Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF25180770&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-16,"Jinan Wanxingda Chemical Co., Ltd.",Ingredients,not provided,detail.php?exid=C17178795&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1F-50,"Jinzhou Weiyuan Sanyi Technology Co., LTD.",Ingredients,not provided,detail.php?exid=CF26176364&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1E-26,JUBILANT INGREVIA,Outsourcing,not provided,detail.php?exid=C14016615&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
3H-38,"JULABO JAPAN Co.,Ltd.",Machinery/Equipment,not provided,detail.php?exid=C14017514&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-27,JUZEN CHEMICAL CORPORATION,Ingredients,not provided,detail.php?exid=C14016192&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1J-07,"K. SAKAI & CO., LTD.",Ingredients,not provided,detail.php?exid=CF26124218&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1D-27,KANEKA CORPORATION,Outsourcing,not provided,detail.php?exid=CF23119922&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2H-33,"KATAYAMA SEIYAKUSYO CO., LTD.",Ingredients,not provided,detail.php?exid=CF24104186&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-33,"KATAYAMA SEIYAKUSYO CO., LTD.",Ingredients,not provided,detail.php?exid=CF24104186&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3G-08,"Katsura Sangyo Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF26128423&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1J-03,"KAWAGUCHI CHEMICAL INDUSTRY CO., LTD.",Ingredients,1-(3-dimethylaminopropyl)-3-ethyl-,detail.php?exid=CF26179209&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1J-03,"KAWAGUCHI CHEMICAL INDUSTRY CO., LTD.",Ingredients,1-phenyl-2-mercaptobenzimidazole,detail.php?exid=CF26179209&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3E-44,"Keisho Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26167553&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2K-35,"Keylab (Jiangsu) Technology Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF24125069&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2B-06,"Kingchem (Liaoning) Life Science Co., Ltd",Ingredients,not provided,detail.php?exid=C14018602&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2B-06,"Kingchem (Liaoning) Life Science Co., Ltd",Ingredients,not provided,detail.php?exid=C14018602&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1F-03,"KNC Laboratories Co., Ltd.",Outsourcing,not provided,detail.php?exid=C14018768&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-03,"KNC Laboratories Co., Ltd.",Outsourcing,not provided,detail.php?exid=C14018768&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-04,"Koa Shoji Co., Ltd.",Ingredients,not provided,detail.php?exid=C14016462&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-04,"Koa Shoji Co., Ltd.",Ingredients,not provided,detail.php?exid=C14016462&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-04,"Koa Shoji Co., Ltd.",Ingredients,not provided,detail.php?exid=C14016462&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2A-02,"KOBE FINECHEMICAL CO.,LTD.",Ingredients,not provided,detail.php?exid=CF26182795&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2J-51,KOGA ISOTOPE LTD.,Formulation ＆ Packaging,not provided,detail.php?exid=CF26187748&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2B-22,"Kolon Life Science, Inc.",Ingredients,not provided,detail.php?exid=C15113650&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
2B-22,"Kolon Life Science, Inc.",Ingredients,not provided,detail.php?exid=C15113650&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
2B-22,"Kolon Life Science, Inc.",Ingredients,not provided,detail.php?exid=C15113650&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3E-07,Komatsu Airport Association,Bio Pharma,not provided,detail.php?exid=CF22124131&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3E-07,Komatsu Airport Association,Bio Pharma,not provided,detail.php?exid=CF22124131&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
